Dates, ACWI INDEX , SPX INDEX , NDX INDEX , MXEF INDEX , DAX INDEX , SXXE INDEX , UKX INDEX , TPX INDEX , ILS Curncy , EUR  Curncy , GBP Curncy , JPY Curncy ,,,,,,,
30/07/2009, 1.98 , 1.19 , 0.64 , 1.35 , 1.71 , 2.03 , 1.85 , 0.71 , -0.84 , 0.18 , 0.70 , 0.60 ,,,,,,,
29/07/2009, -0.75 , -0.46 , -0.37 , -1.69 , 1.85 , 1.05 , 0.41 , 0.02 , 0.98 , -0.83 , -0.30 , 0.47 ,,,,,,,
28/07/2009, -0.59 , -0.26 , 0.39 , 0.35 , -1.46 , -1.01 , -1.25 , 0.20 , -0.67 , -0.46 , -0.36 , -0.67 ,,,,,,,
27/07/2009, 0.27 , 0.30 , 0.02 , 1.21 , 0.42 , 0.54 , 0.21 , 0.85 , -1.66 , 0.21 , 0.38 , 0.42 ,,,,,,,
24/07/2009, 0.43 , 0.30 , -0.15 , 0.19 , -0.34 , -0.09 , 0.37 , 1.30 , 0.12 , 0.42 , -0.32 , -0.15 ,,,,,,,
23/07/2009, 2.46 , 2.33 , 2.33 , 1.93 , 2.45 , 1.97 , 1.47 , 0.23 , -0.32 , -0.54 , -0.08 , 1.33 ,,,,,,,
22/07/2009, -0.36 , -0.05 , 0.77 , -0.48 , 0.54 , 0.34 , 0.28 , 0.56 , -0.35 , -0.04 , 0.21 , -0.07 ,,,,,,,
21/07/2009, 0.44 , 0.36 , 0.58 , 0.43 , 1.27 , 0.82 , 0.85 , 2.65 , 0.18 , -0.04 , -0.54 , -0.47 ,,,,,,,
20/07/2009, 1.95 , 1.14 , 1.10 , 3.11 , 1.04 , 1.21 , 1.25 , 0.69 , -0.10 , 0.91 , 1.30 , -0.01 ,,,,,,,
17/07/2009, -   , -0.04 , 0.55 , 1.20 , 0.43 , 0.45 , 0.62 , 0.69 , 0.13 , -0.33 , -0.62 , 0.29 ,,,,,,,
16/07/2009, 0.83 , 0.86 , 1.19 , 0.96 , 0.58 , 0.42 , 0.35 , 0.68 , -0.24 , 0.29 , 0.09 , -0.32 ,,,,,,,
15/07/2009, 3.57 , 2.96 , 3.31 , 3.58 , 3.07 , 3.03 , 2.57 , -0.25 , -1.69 , 1.00 , 0.71 , 0.77 ,,,,,,,
14/07/2009, 0.80 , 0.53 , 0.36 , 2.29 , 1.26 , 1.07 , 0.85 , 1.89 , -0.42 , -0.08 , 0.51 , 0.58 ,,,,,,,
13/07/2009, 1.69 , 2.49 , 1.96 , -1.76 , 3.19 , 2.42 , 1.82 , -2.30 , -0.08 , 0.30 , 0.10 , 0.45 ,,,,,,,
10/07/2009, -0.84 , -0.40 , 0.34 , -0.77 , -1.16 , -1.33 , -0.76 , -0.16 , 0.94 , -0.60 , -0.76 , -0.48 ,,,,,,,
09/07/2009, 0.88 , 0.35 , 0.24 , 0.31 , 1.26 , 0.76 , 0.45 , -1.65 , -0.95 , 0.98 , 1.64 , 0.13 ,,,,,,,
08/07/2009, -0.27 , -0.17 , 0.48 , -1.50 , -0.56 , -1.26 , -1.12 , -2.26 , 1.38 , -0.29 , -0.42 , -2.13 ,,,,,,,
07/07/2009, -2.01 , -1.97 , -2.51 , -0.08 , -1.15 , -0.79 , -0.19 , -0.36 , 0.09 , -0.43 , -0.90 , -0.47 ,,,,,,,
06/07/2009, -0.09 , 0.26 , -0.36 , -1.95 , -1.20 , -1.38 , -0.98 , -0.89 , 1.08 , 0.03 , -0.29 , -0.72 ,,,,,,,
03/07/2009, -3.03 , -2.91 , -2.37 , 0.02 , -0.22 , 0.08 , 0.05 , -0.37 , 0.09 , -0.16 , -0.37 , 0.09 ,,,,,,,
02/07/2009, -3.03 , -2.91 , -2.37 , -0.90 , -3.81 , -2.84 , -2.45 , -0.46 , 0.54 , -0.98 , -0.51 , -0.73 ,,,,,,,
01/07/2009, 1.36 , 0.44 , 0.28 , 1.55 , 2.01 , 1.94 , 2.15 , -0.16 , -1.88 , 0.78 , 0.12 , 0.31 ,,,,,,,
30/06/2009, -0.81 , -0.85 , -0.44 , -0.44 , -1.56 , -1.05 , -1.04 , 1.58 , 0.20 , -0.36 , -0.66 , 0.31 ,,,,,,,
29/06/2009, 0.72 , 0.91 , 0.25 , 0.36 , 2.27 , 1.84 , 1.25 , -1.24 , -0.92 , 0.19 , 0.25 , 0.91 ,,,,,,,
26/06/2009, -0.32 , -0.15 , 0.30 , 1.56 , -0.50 , -0.40 , -0.27 , 0.76 , -0.04 , 0.49 , 0.96 , -0.79 ,,,,,,,
25/06/2009, 2.64 , 2.14 , 1.99 , 1.14 , -0.73 , -0.43 , -0.64 , 1.92 , 0.20 , 0.42 , -0.24 , 0.29 ,,,,,,,
24/06/2009, 0.48 , 0.65 , 1.59 , 2.50 , 2.74 , 2.58 , 1.18 , 0.09 , 0.44 , -1.04 , -0.29 , 0.47 ,,,,,,,
23/06/2009, -0.42 , 0.23 , -0.15 , -1.73 , 0.29 , -0.04 , -0.10 , -2.25 , -1.18 , 1.53 , 0.65 , -0.68 ,,,,,,,
22/06/2009, -2.99 , -3.06 , -3.03 , -1.86 , -3.02 , -3.06 , -2.57 , 0.38 , 0.97 , -0.52 , -0.89 , -0.42 ,,,,,,,
19/06/2009, 0.55 , 0.31 , 1.20 , 0.91 , 0.04 , 0.89 , 1.52 , 0.85 , -0.33 , 0.27 , 0.99 , -0.22 ,,,,,,,
18/06/2009, 0.26 , 0.84 , -0.14 , -0.71 , 0.78 , 0.87 , 0.06 , -1.28 , -0.52 , -0.30 , -0.42 , 0.76 ,,,,,,,
17/06/2009, -0.40 , -0.14 , 0.88 , -2.04 , -1.86 , -2.06 , -1.16 , 0.90 , 0.82 , 0.76 , -0.06 , -0.66 ,,,,,,,
16/06/2009, -1.28 , -1.27 , -0.94 , -0.69 , 0.02 , -0.35 , 0.06 , -3.39 , -0.50 , 0.25 , 0.56 , -1.48 ,,,,,,,
15/06/2009, -3.18 , -2.38 , -2.22 , -2.56 , -3.54 , -2.86 , -2.61 , -0.39 , 0.90 , -1.52 , -0.75 , -0.61 ,,,,,,,
12/06/2009, -0.14 , 0.14 , -0.47 , -0.11 , -0.74 , -0.37 , -0.45 , 1.05 , 0.58 , -0.65 , -0.89 , 0.82 ,,,,,,,
11/06/2009, 1.28 , 0.61 , 0.12 , 0.24 , 1.11 , 0.76 , 0.57 , 0.39 , -0.69 , 0.89 , 1.42 , -0.49 ,,,,,,,
10/06/2009, -0.14 , -0.35 , -0.42 , 2.33 , 1.07 , 0.99 , 0.73 , 2.04 , -0.14 , -0.58 , 0.33 , 0.76 ,,,,,,,
09/06/2009, 1.01 , 0.35 , 0.88 , -0.14 , -0.14 , 0.38 , -0.01 , -0.93 , -1.00 , 1.19 , 1.58 , -1.13 ,,,,,,,
08/06/2009, -0.14 , -0.10 , -0.32 , -1.87 , -1.42 , -1.35 , -0.75 , 1.13 , 0.26 , -0.49 , 0.44 , -0.15 ,,,,,,,
05/06/2009, -0.56 , -0.25 , 0.03 , 0.67 , 0.24 , 0.56 , 1.18 , 0.61 , 0.72 , -1.52 , -1.20 , 2.13 ,,,,,,,
04/06/2009, 0.87 , 1.15 , 1.17 , -0.31 , 0.20 , -0.04 , 0.08 , -0.38 , -0.48 , 0.15 , -0.87 , 0.61 ,,,,,,,
03/06/2009, -1.94 , -1.37 , -0.33 , -1.43 , -1.74 , -1.84 , -2.09 , 0.10 , 1.59 , -0.99 , -1.59 , 0.23 ,,,,,,,
02/06/2009, 0.08 , 0.20 , 0.22 , -0.83 , 0.03 , 0.16 , -0.65 , 0.11 , -   , 1.02 , 0.83 , -0.85 ,,,,,,,
01/06/2009, 2.29 , 2.58 , 2.89 , 3.76 , 4.08 , 3.09 , 2.00 , 1.63 , -0.29 , 0.01 , 1.56 , 1.31 ,,,,,,,
29/05/2009, 1.96 , 1.36 , 1.07 , 1.49 , 0.16 , -0.02 , 0.69 , 0.26 , -1.38 , 1.56 , 1.54 , -1.57 ,,,,,,,
28/05/2009, 1.32 , 1.54 , 1.31 , 1.00 , -1.36 , -1.10 , -0.65 , 0.31 , 0.17 , 0.84 , -0.06 , 1.59 ,,,,,,,
27/05/2009, -1.67 , -1.90 , -0.76 , 1.97 , 0.30 , 0.64 , 0.10 , 1.03 , 0.29 , -1.14 , 0.18 , 0.33 ,,,,,,,
26/05/2009, 2.18 , 2.63 , 3.63 , -1.00 , 1.37 , 0.85 , 1.06 , 0.09 , -0.43 , -0.23 , 0.11 , 0.21 ,,,,,,,
25/05/2009, 0.29 , -0.15 , -0.31 , 0.09 , -0.01 , 0.16 , 0.46 , 0.81 , 0.92 , 0.14 , -0.16 , 0.05 ,,,,,,,
22/05/2009, 0.29 , -0.15 , -0.31 , 0.74 , 0.37 , 0.20 , 0.46 , -0.63 , -1.58 , 0.78 , 0.57 , 0.39 ,,,,,,,
21/05/2009, -1.31 , -1.68 , -1.89 , -2.00 , -2.74 , -2.35 , -2.75 , -0.55 , -0.80 , 0.80 , 0.56 , -0.50 ,,,,,,,
20/05/2009, 0.29 , -0.51 , -0.31 , 1.37 , 1.60 , 1.16 , -0.31 , 0.74 , -2.22 , 1.10 , 1.80 , -1.15 ,,,,,,,
19/05/2009, 0.41 , -0.17 , 0.38 , 2.38 , 2.22 , 1.57 , 0.81 , 2.33 , -1.04 , 0.50 , 0.84 , -0.34 ,,,,,,,
18/05/2009, 3.46 , 3.04 , 2.78 , 2.90 , 2.42 , 2.18 , 2.26 , -2.49 , 0.30 , 0.50 , 1.11 , 1.16 ,,,,,,,
15/05/2009, -0.72 , -1.14 , -0.34 , 1.22 , -0.02 , 0.63 , -0.33 , 2.20 , 0.31 , -1.06 , -0.38 , -0.62 ,,,,,,,
14/05/2009, 0.97 , 1.04 , 1.48 , -1.48 , 0.23 , 0.06 , 0.72 , -2.94 , -0.11 , 0.29 , 0.53 , 0.51 ,,,,,,,
13/05/2009, -3.18 , -2.69 , -2.73 , -1.56 , -2.61 , -2.91 , -2.13 , 0.37 , 0.90 , -0.35 , -0.75 , -1.18 ,,,,,,,
12/05/2009, 0.50 , -0.10 , -1.32 , -0.34 , -0.26 , -0.46 , -0.22 , -1.67 , 0.33 , 0.49 , 1.02 , -1.07 ,,,,,,,
11/05/2009, -2.37 , -2.15 , 0.12 , -0.21 , -0.96 , -1.58 , -0.60 , 0.57 , 0.29 , -0.38 , -0.77 , -1.00 ,,,,,,,
08/05/2009, 3.25 , 2.41 , 0.31 , 1.43 , 2.29 , 2.00 , 1.44 , 1.06 , -1.23 , 1.82 , 1.44 , -0.66 ,,,,,,,
07/05/2009, -1.56 , -1.32 , -2.39 , 0.40 , -1.57 , -1.00 , 0.05 , 4.61 , -0.51 , 0.41 , -0.78 , 0.82 ,,,,,,,
06/05/2009, 2.13 , 1.74 , -   , 1.10 , 0.57 , 1.38 , 1.37 , 1.08 , 0.56 , 0.04 , 0.30 , -0.52 ,,,,,,,
05/05/2009, -0.74 , -0.38 , -0.29 , 0.47 , -1.01 , -0.28 , 2.21 , 1.08 , -0.46 , -0.57 , 0.48 , 0.02 ,,,,,,,
04/05/2009, 4.61 , 3.39 , 2.24 , 5.76 , 2.79 , 2.28 , -0.01 , 1.08 , -0.17 , 1.00 , 0.65 , -0.32 ,,,,,,,
01/05/2009, 0.56 , 0.54 , 0.16 , 0.02 , 1.38 , 1.51 , -0.01 , 1.08 , -0.54 , 0.33 , 0.89 , 0.50 ,,,,,,,
30/04/2009, 0.79 , -0.10 , 0.86 , 2.66 , 1.38 , 1.51 , 1.29 , 3.18 , -0.82 , -0.31 , 0.12 , 0.99 ,,,,,,,
29/04/2009, 2.32 , 2.16 , 1.50 , 3.50 , 2.11 , 2.32 , 2.27 , -2.53 , -1.10 , 0.93 , 0.95 , 1.25 ,,,,,,,
28/04/2009, -0.26 , -0.27 , -0.59 , -1.55 , -1.85 , -1.55 , -1.69 , -2.53 , 0.06 , 0.87 , -0.08 , -0.33 ,,,,,,,
27/04/2009, -1.77 , -1.01 , -0.24 , -2.21 , 0.42 , -0.15 , 0.27 , 0.37 , 0.21 , -1.56 , -0.22 , -0.41 ,,,,,,,
24/04/2009, 2.03 , 1.68 , 2.15 , 1.26 , 3.00 , 2.33 , 3.43 , -1.13 , -0.42 , 0.75 , -0.30 , -0.81 ,,,,,,,
23/04/2009, 1.87 , 0.99 , 0.65 , 1.67 , -1.22 , -0.82 , -0.31 , 1.15 , 0.36 , 1.07 , 1.59 , -0.06 ,,,,,,,
22/04/2009, -0.72 , -0.77 , 0.50 , 0.32 , 2.06 , 1.78 , 1.08 , -0.09 , 0.83 , 0.44 , -1.23 , -0.72 ,,,,,,,
21/04/2009, 2.00 , 2.13 , 1.50 , -0.99 , 0.34 , -0.06 , -0.09 , -2.07 , 0.14 , 0.21 , 0.92 , 0.86 ,,,,,,,
20/04/2009, -4.09 , -4.28 , -3.29 , -1.54 , -4.07 , -3.77 , -2.49 , 0.32 , 0.57 , -0.94 , -1.74 , -1.28 ,,,,,,,
17/04/2009, -0.25 , 0.50 , 0.07 , -0.77 , 1.46 , 1.80 , 0.98 , 1.63 , -0.03 , -1.08 , -0.86 , -0.12 ,,,,,,,
16/04/2009, 1.42 , 1.55 , 2.77 , 0.70 , 1.31 , 1.76 , 2.13 , -0.38 , 0.31 , -0.31 , -0.48 , -0.09 ,,,,,,,
15/04/2009, 0.55 , 1.25 , -0.44 , -0.26 , -0.16 , -0.53 , -0.52 , -0.97 , 0.14 , -0.24 , 0.68 , 0.39 ,,,,,,,
14/04/2009, -1.35 , -2.01 , -1.07 , 0.77 , 1.47 , 1.36 , 0.13 , -0.65 , 0.44 , -0.82 , 0.28 , -1.12 ,,,,,,,
13/04/2009, 1.50 , 0.25 , -0.27 , 0.72 , 3.06 , 2.63 , 1.48 , 0.35 , 0.73 , 1.36 , 1.23 , -0.15 ,,,,,,,
10/04/2009, 3.43 , 3.81 , 3.04 , 0.54 , 3.06 , 2.63 , 1.48 , 0.49 , -0.64 , 0.15 , -0.05 , -0.17 ,,,,,,,
09/04/2009, 3.43 , 3.81 , 3.04 , 3.67 , 3.06 , 2.63 , 1.48 , 3.26 , -0.06 , -0.85 , -0.24 , 0.66 ,,,,,,,
08/04/2009, 1.02 , 1.18 , 1.99 , -0.92 , 0.82 , 0.94 , -0.13 , -2.08 , 0.07 , 0.08 , -0.10 , -0.66 ,,,,,,,
07/04/2009, -2.26 , -2.39 , -2.87 , -1.15 , -0.63 , -0.79 , -1.58 , 0.20 , -0.17 , -1.07 , -0.26 , -0.56 ,,,,,,,
06/04/2009, -1.02 , -0.83 , -0.23 , 0.96 , -0.80 , -0.61 , -0.90 , -0.05 , -0.55 , -0.52 , -0.44 , 0.67 ,,,,,,,
03/04/2009, 0.86 , 0.97 , 1.69 , 0.66 , 0.07 , -0.45 , -2.31 , 0.56 , -   , 0.19 , 0.75 , 0.80 ,,,,,,,
02/04/2009, 4.00 , 2.87 , 3.34 , 5.56 , 6.07 , 5.32 , 4.28 , 4.14 , -0.60 , 1.60 , 1.78 , 1.00 ,,,,,,,
01/04/2009, 2.37 , 1.66 , 1.25 , 1.89 , 1.13 , 1.33 , 0.75 , 2.61 , -0.66 , -0.01 , 1.01 , -0.43 ,,,,,,,
31/03/2009, 1.91 , 1.31 , 1.33 , 1.52 , 2.39 , 2.98 , 4.34 , -2.01 , 0.36 , 0.39 , 0.40 , 1.75 ,,,,,,,
30/03/2009, -3.81 , -3.48 , -2.45 , -5.05 , -5.10 , -4.48 , -3.49 , -4.24 , -0.31 , -0.66 , -0.38 , -0.61 ,,,,,,,
27/03/2009, -3.02 , -2.03 , -2.33 , -1.40 , -1.31 , -1.61 , -0.67 , -0.28 , 0.89 , -1.77 , -0.92 , -0.86 ,,,,,,,
26/03/2009, 2.19 , 2.33 , 3.61 , 2.09 , 0.85 , 0.38 , 0.64 , 1.02 , 0.39 , -0.42 , -0.68 , 1.20 ,,,,,,,
25/03/2009, 1.29 , 0.96 , 0.19 , 1.02 , 0.86 , 1.14 , -0.29 , 0.71 , 2.50 , 0.85 , -0.88 , -0.33 ,,,,,,,
24/03/2009, -2.71 , -2.04 , -2.02 , 0.38 , 0.26 , 0.10 , -1.05 , 2.67 , 0.56 , -1.21 , 0.75 , 0.94 ,,,,,,,
23/03/2009, 7.64 , 7.08 , 6.12 , 4.76 , 2.65 , 3.06 , 2.86 , 3.50 , 0.22 , 0.38 , 0.74 , 1.05 ,,,,,,,
20/03/2009, -1.61 , -1.98 , -1.41 , -0.80 , 0.63 , 0.52 , 0.68 , 0.01 , -0.18 , -0.61 , -0.28 , 1.50 ,,,,,,,
19/03/2009, -0.60 , -1.30 , -0.23 , 2.50 , 1.18 , 0.83 , 0.31 , 0.01 , -0.75 , 1.42 , 1.62 , -1.78 ,,,,,,,
18/03/2009, 2.14 , 2.09 , 1.24 , 0.36 , 0.21 , 0.25 , -1.35 , 0.53 , -1.50 , 3.51 , 1.70 , -2.40 ,,,,,,,
17/03/2009, 3.03 , 3.21 , 4.08 , 0.42 , -1.40 , -0.85 , -0.18 , 2.55 , -0.29 , 0.38 , -0.19 , 0.43 ,,,,,,,
16/03/2009, 0.53 , -0.35 , -1.97 , 2.21 , 2.30 , 2.82 , 2.94 , 2.40 , -0.72 , 0.31 , 0.44 , 0.23 ,,,,,,,
13/03/2009, 0.57 , 0.77 , 0.33 , 2.33 , -0.07 , 0.23 , 1.12 , 3.33 , -   , 0.12 , 0.45 , 0.24 ,,,,,,,
12/03/2009, 3.41 , 4.07 , 3.44 , 0.68 , 1.08 , 1.33 , 0.49 , -2.96 , -0.62 , 0.59 , 0.47 , 0.45 ,,,,,,,
11/03/2009, 0.43 , 0.24 , 1.21 , 1.95 , 0.70 , 0.55 , -0.58 , 2.67 , -0.62 , 1.22 , 0.88 , -1.41 ,,,,,,,
10/03/2009, 6.31 , 6.37 , 6.57 , 3.59 , 5.28 , 5.50 , 4.88 , -0.99 , -0.42 , 0.56 , -0.17 , -0.18 ,,,,,,,
09/03/2009, -1.52 , -1.00 , -1.96 , -0.62 , 0.70 , -0.46 , 0.33 , -1.51 , 0.09 , -0.33 , -2.26 , 0.60 ,,,,,,,
06/03/2009, -0.21 , 0.12 , -0.91 , 0.03 , -0.79 , -1.66 , 0.02 , -2.72 , 0.05 , 0.90 , -0.17 , 0.19 ,,,,,,,
05/03/2009, -4.02 , -4.25 , -3.22 , -1.08 , -5.02 , -4.40 , -3.18 , 1.30 , 0.74 , -0.96 , -0.54 , -1.10 ,,,,,,,
04/03/2009, 4.02 , 2.38 , 2.74 , 3.64 , 5.42 , 3.95 , 3.81 , 0.72 , -0.33 , 0.80 , 1.02 , 1.01 ,,,,,,,
03/03/2009, -0.41 , -0.64 , 0.37 , 0.23 , -0.52 , -1.28 , -3.14 , -1.06 , 0.39 , -0.14 , -0.04 , 0.73 ,,,,,,,
02/03/2009, -5.59 , -4.66 , -3.61 , -4.85 , -3.48 , -4.28 , -5.33 , -2.92 , 0.95 , -0.72 , -1.84 , -0.12 ,,,,,,,
27/02/2009, -1.11 , -2.36 , -0.90 , -1.29 , -2.51 , -1.68 , -2.18 , 1.91 , -0.36 , -0.59 , 0.01 , -0.95 ,,,,,,,
26/02/2009, -0.91 , -1.58 , -2.91 , 0.08 , 2.51 , 2.31 , 1.73 , -0.41 , -0.33 , 0.17 , 0.82 , 1.16 ,,,,,,,
25/02/2009, -1.67 , -1.07 , -0.91 , 0.53 , -1.27 , -0.63 , 0.85 , 2.10 , 0.48 , -0.96 , -1.93 , 0.77 ,,,,,,,
24/02/2009, 3.66 , 4.01 , 3.76 , -1.45 , -1.03 , -0.86 , -0.89 , -0.68 , 0.61 , 1.20 , -0.04 , 2.16 ,,,,,,,
23/02/2009, -3.28 , -3.47 , -3.73 , 1.52 , -1.95 , -1.26 , -0.99 , -0.57 , -0.06 , -1.03 , 0.37 , 1.35 ,,,,,,,
20/02/2009, -1.25 , -1.14 , 0.41 , -3.62 , -4.76 , -4.27 , -3.22 , -1.60 , 0.27 , 1.20 , 0.97 , -0.90 ,,,,,,,
19/02/2009, -0.80 , -1.20 , -1.76 , 0.98 , 0.24 , 0.04 , 0.29 , 0.31 , -0.17 , 1.15 , 0.58 , 0.44 ,,,,,,,
18/02/2009, -0.69 , -0.10 , 0.15 , -0.87 , -0.28 , -0.27 , -0.68 , -0.96 , 0.27 , -0.41 , -0.19 , 1.49 ,,,,,,,
17/02/2009, -4.76 , -4.56 , -4.03 , -4.87 , -3.44 , -3.36 , -2.43 , -1.76 , 0.36 , -1.71 , -0.42 , 0.74 ,,,,,,,
16/02/2009, -1.26 , -1.00 , -0.48 , -1.22 , -1.06 , -1.44 , -1.31 , 0.72 , 2.01 , -0.47 , -0.40 , -0.22 ,,,,,,,
13/02/2009, -1.26 , -1.00 , -0.48 , 2.14 , 0.13 , 0.52 , -0.30 , 0.57 , -0.48 , 0.01 , 0.60 , 1.09 ,,,,,,,
12/02/2009, 0.20 , 0.17 , 1.28 , -1.96 , -2.70 , -2.15 , -0.76 , -2.29 , 0.14 , -0.35 , -0.89 , 0.60 ,,,,,,,
11/02/2009, 0.65 , 0.80 , -0.18 , -1.40 , 0.54 , 0.03 , 0.50 , -0.10 , 0.15 , -0.05 , -1.00 , -0.08 ,,,,,,,
10/02/2009, -4.59 , -4.91 , -4.09 , -0.61 , -3.46 , -3.08 , -2.19 , -0.10 , 0.32 , -0.69 , -2.39 , -1.09 ,,,,,,,
09/02/2009, 0.07 , 0.15 , 0.33 , 1.31 , 0.48 , 0.53 , 0.37 , -1.51 , 0.12 , 0.49 , 0.75 , -0.47 ,,,,,,,
06/02/2009, 2.70 , 2.69 , 2.60 , 3.91 , 2.97 , 2.28 , 1.49 , 0.56 , -0.30 , 1.16 , 1.21 , 0.73 ,,,,,,,
05/02/2009, 1.16 , 1.64 , 2.44 , 0.11 , 0.39 , -0.21 , 0.01 , -0.80 , -0.47 , -0.45 , 0.98 , 2.01 ,,,,,,,
04/02/2009, 0.24 , -0.75 , -0.02 , 2.02 , 2.69 , 2.37 , 1.54 , 2.45 , -0.02 , -1.46 , 0.07 , -0.01 ,,,,,,,
03/02/2009, 2.02 , 1.58 , 1.67 , 1.59 , 2.43 , 1.71 , 2.13 , -0.52 , -0.24 , 1.53 , 1.36 , -0.01 ,,,,,,,
02/02/2009, -0.14 , -0.05 , 1.31 , -2.34 , -1.55 , -1.89 , -1.73 , -2.04 , 0.19 , 0.23 , -1.90 , -0.52 ,,,,,,,
30/01/2009, -1.81 , -2.28 , -1.96 , -0.50 , -2.03 , -0.93 , -0.97 , -2.99 , 0.10 , -1.09 , 1.67 , -0.12 ,,,,,,,
29/01/2009, -4.19 , -3.31 , -2.59 , -0.17 , -2.01 , -2.07 , -2.45 , 1.76 , 1.57 , -1.61 , 0.38 , -0.27 ,,,,,,,
28/01/2009, 3.60 , 3.36 , 3.47 , 2.73 , 4.52 , 3.95 , 2.40 , -0.14 , -0.10 , 0.05 , 0.84 , 1.45 ,,,,,,,
27/01/2009, 1.59 , 1.09 , 0.83 , 0.59 , -0.08 , -0.01 , -0.35 , 4.84 , 0.73 , -0.22 , 0.97 , -0.13 ,,,,,,,
26/01/2009, 1.26 , 0.56 , 0.74 , 1.69 , 3.54 , 3.31 , 3.86 , -0.68 , -0.08 , 1.65 , 1.37 , 0.39 ,,,,,,,
23/01/2009, 0.46 , 0.54 , 0.67 , -1.37 , -0.96 , -0.55 , 0.01 , -2.81 , 0.86 , -0.20 , -0.53 , -0.19 ,,,,,,,
22/01/2009, -2.33 , -1.52 , -1.49 , -0.16 , -0.98 , -1.13 , -0.19 , 1.11 , 1.03 , -0.17 , -0.56 , -0.64 ,,,,,,,
21/01/2009, 4.43 , 4.35 , 4.32 , -0.46 , 0.50 , -0.37 , -0.77 , -2.22 , 0.21 , 0.92 , 0.19 , -0.30 ,,,,,,,
20/01/2009, -6.70 , -5.28 , -5.14 , -3.05 , -1.77 , -2.12 , -0.42 , -1.55 , 0.79 , -1.26 , -3.41 , -0.98 ,,,,,,,
19/01/2009, 0.81 , 0.76 , 1.24 , -0.74 , -1.15 , -1.43 , -0.93 , -0.02 , 1.09 , -1.49 , -2.12 , -0.08 ,,,,,,,
16/01/2009, 0.81 , 0.76 , 1.24 , 2.13 , 0.68 , 0.91 , 0.63 , 2.75 , -1.37 , 1.16 , 0.69 , 0.98 ,,,,,,,
15/01/2009, 0.51 , 0.13 , 1.73 , -2.99 , -1.94 , -1.52 , -1.42 , -2.86 , -0.79 , -0.58 , 0.14 , 0.89 ,,,,,,,
14/01/2009, -3.36 , -3.35 , -3.26 , -1.46 , -4.63 , -4.40 , -4.97 , 0.65 , 0.64 , 0.07 , 0.77 , -0.37 ,,,,,,,
13/01/2009, -1.00 , 0.18 , 0.13 , -0.42 , -1.75 , -1.57 , -0.61 , -4.78 , -0.53 , -1.35 , -2.17 , 0.18 ,,,,,,,
12/01/2009, -2.31 , -2.26 , -1.79 , -3.16 , -1.34 , -1.44 , -0.50 , -0.68 , 0.83 , -0.85 , -2.26 , -1.31 ,,,,,,,
09/01/2009, -2.58 , -2.13 , -2.36 , -1.24 , -1.97 , -0.98 , -1.26 , -0.68 , -0.24 , -1.65 , -0.34 , -0.89 ,,,,,,,
08/01/2009, 0.06 , 0.34 , 1.12 , -2.82 , -1.17 , -0.92 , -0.05 , -3.08 , -0.05 , 0.43 , 0.80 , -1.55 ,,,,,,,
07/01/2009, -2.75 , -3.00 , -2.82 , -2.01 , -1.77 , -1.22 , -2.83 , 1.38 , 0.13 , 0.80 , 1.19 , -1.07 ,,,,,,,
06/01/2009, 1.27 , 0.78 , 0.95 , 1.41 , 0.85 , 1.11 , 1.29 , 0.03 , 1.15 , -0.73 , 1.48 , 0.22 ,,,,,,,
05/01/2009, -0.45 , -0.47 , -0.09 , 3.09 , 0.22 , 1.01 , 0.39 , 1.94 , 0.63 , -2.05 , 1.04 , 1.74 ,,,,,,,
02/01/2009, 2.19 , 3.16 , 4.30 , 2.24 , 3.39 , 3.54 , 2.88 , 0.52 , 1.02 , -0.88 , -0.89 , 1.20 ,,,,,,,
01/01/2009, 1.57 , 1.42 , 0.86 , 0.21 , 2.24 , -0.05 , 0.94 , 0.52 , -0.32 , 0.53 , 0.58 , 0.12 ,,,,,,,
31/12/2008, 1.57 , 1.42 , 0.86 , 0.22 , 2.24 , -0.05 , 0.94 , 0.52 , 0.60 , -0.61 , 1.28 , 0.33 ,,,,,,,
30/12/2008, 3.00 , 2.44 , 2.40 , 1.49 , 2.24 , 2.24 , 1.70 , 0.52 , -2.64 , 0.93 , 0.12 , -0.37 ,,,,,,,
29/12/2008, -0.61 , -0.39 , -1.04 , 1.07 , 1.63 , 0.58 , 2.44 , 0.97 , 0.09 , -0.72 , -1.29 , -0.15 ,,,,,,,
26/12/2008, 0.74 , 0.54 , 0.10 , -0.16 , -0.21 , -0.24 , -0.93 , 1.26 , -0.24 , 0.02 , -1.09 , 0.49 ,,,,,,,
25/12/2008, 0.75 , 0.58 , 0.09 , -0.22 , -0.21 , -0.24 , -0.93 , 1.09 , -0.19 , 0.09 , 0.06 , -0.09 ,,,,,,,
24/12/2008, 0.75 , 0.58 , 0.09 , -0.39 , -0.21 , -0.24 , -0.93 , -2.56 , 1.00 , 0.60 , 0.05 , -0.57 ,,,,,,,
23/12/2008, -1.35 , -0.97 , -0.50 , -2.03 , -0.21 , -0.24 , 0.16 , 1.71 , -0.13 , -0.11 , -0.68 , 0.81 ,,,,,,,
22/12/2008, -1.51 , -1.83 , -2.30 , -2.53 , -1.23 , -1.70 , -0.88 , 1.71 , 2.34 , 0.23 , -0.64 , 1.04 ,,,,,,,
