Dates, ACWI INDEX , SPX INDEX , NDX INDEX , MXEF INDEX , DAX INDEX , SXXE INDEX , UKX INDEX , TPX INDEX , ILS Curncy , EUR  Curncy , GBP Curncy , JPY Curncy ,,,,,,,
08/04/2019, 0.12 , 0.10 , 0.28 , 0.31 , -0.39 , -0.33 , 0.07 , -0.35 , 0.17 , 0.42 , 0.18 , -0.22 ,,,,,,,
05/04/2019, 0.38 , 0.46 , 0.51 , 0.41 , 0.18 , 0.22 , 0.61 , 0.35 , -0.18 , -0.04 , -0.30 , 0.06 ,,,,,,,
04/04/2019, 0.15 , 0.21 , -0.06 , 0.09 , 0.28 , 0.03 , -0.22 , -0.11 , -0.40 , -0.11 , -0.62 , 0.15 ,,,,,,,
03/04/2019, 0.47 , 0.21 , 0.60 , 0.81 , 1.70 , 1.20 , 0.37 , 0.63 , -0.54 , 0.26 , 0.23 , 0.15 ,,,,,,,
02/04/2019, -0.04 , -   , 0.28 , 0.10 , 0.62 , 0.40 , 1.01 , -0.25 , -0.06 , -0.08 , 0.19 , -0.03 ,,,,,,,
01/04/2019, 1.22 , 1.16 , 1.35 , 1.13 , 1.35 , 1.19 , 0.52 , 1.52 , -0.18 , -0.04 , 0.52 , 0.44 ,,,,,,,
29/03/2019, 0.63 , 0.67 , 0.80 , 1.24 , 0.86 , 0.88 , 0.62 , 0.56 , 0.10 , -0.03 , -0.07 , 0.21 ,,,,,,,
28/03/2019, 0.29 , 0.36 , 0.17 , 0.11 , 0.08 , -0.22 , 0.56 , -1.66 , -0.18 , -0.20 , -1.10 , 0.11 ,,,,,,,
27/03/2019, -0.46 , -0.46 , -0.58 , -0.60 , -   , 0.07 , -0.03 , -0.52 , 0.33 , -0.20 , -0.17 , -0.12 ,,,,,,,
26/03/2019, 0.69 , 0.72 , 0.47 , 0.26 , 0.64 , 0.65 , 0.26 , 2.57 , -0.22 , -0.41 , 0.13 , 0.61 ,,,,,,,
25/03/2019, -0.01 , -0.08 , -0.12 , -1.12 , -0.15 , -0.27 , -0.42 , -2.45 , 0.38 , 0.09 , -0.11 , 0.05 ,,,,,,,
22/03/2019, -2.07 , -1.90 , -2.23 , -0.94 , -1.61 , -1.76 , -2.01 , 0.17 , 0.44 , -0.63 , 0.78 , -0.81 ,,,,,,,
21/03/2019, 0.71 , 1.09 , 1.52 , 0.11 , -0.46 , -0.11 , 0.88 , 0.26 , 0.10 , -0.34 , -0.69 , 0.11 ,,,,,,,
20/03/2019, -0.25 , -0.29 , 0.43 , -0.23 , -1.57 , -1.03 , -0.45 , 0.26 , -0.25 , 0.54 , -0.53 , -0.62 ,,,,,,,
19/03/2019, 0.08 , -0.01 , 0.31 , 0.16 , 1.13 , 0.63 , 0.34 , -0.21 , -0.06 , 0.13 , 0.10 , -0.04 ,,,,,,,
18/03/2019, 0.56 , 0.37 , 0.26 , 1.13 , -0.25 , 0.18 , 0.98 , 0.69 , 0.20 , 0.10 , -0.26 , -0.04 ,,,,,,,
15/03/2019, 0.81 , 0.50 , 0.88 , 0.87 , 0.85 , 1.00 , 0.60 , 0.90 , -0.40 , 0.19 , 0.36 , -0.20 ,,,,,,,
14/03/2019, -0.10 , -0.09 , -0.19 , -0.22 , 0.13 , 0.61 , 0.37 , -0.24 , 0.38 , -0.20 , -0.72 , 0.48 ,,,,,,,
13/03/2019, 0.58 , 0.69 , 0.77 , -0.10 , 0.42 , 0.53 , 0.11 , -0.84 , -0.35 , 0.35 , 2.01 , -0.17 ,,,,,,,
12/03/2019, 0.38 , 0.30 , 0.52 , 1.00 , -0.17 , -   , 0.29 , 1.52 , -0.31 , 0.38 , -0.57 , 0.13 ,,,,,,,
11/03/2019, 1.33 , 1.47 , 2.11 , 1.07 , 0.75 , 0.73 , 0.37 , 0.57 , -0.20 , 0.09 , 1.04 , 0.04 ,,,,,,,
08/03/2019, -0.26 , -0.21 , -0.16 , -1.29 , -0.52 , -0.74 , -0.74 , -1.82 , 0.09 , 0.38 , -0.54 , -0.37 ,,,,,,,
07/03/2019, -1.04 , -0.81 , -1.20 , -1.15 , -0.60 , -0.61 , -0.53 , -0.84 , 0.52 , -1.01 , -0.65 , -0.17 ,,,,,,,
06/03/2019, -0.49 , -0.65 , -0.62 , 0.05 , -0.28 , -0.17 , 0.17 , -0.25 , -0.22 , -0.01 , -0.06 , -0.11 ,,,,,,,
05/03/2019, 0.01 , -0.11 , 0.08 , 0.14 , 0.24 , 0.10 , 0.69 , -0.51 , -0.19 , -0.28 , -0.02 , 0.13 ,,,,,,,
04/03/2019, -0.29 , -0.39 , -0.01 , 0.20 , -0.08 , 0.15 , 0.39 , 0.73 , -0.20 , -0.22 , -0.17 , -0.13 ,,,,,,,
01/03/2019, 0.54 , 0.69 , 0.76 , 0.06 , 0.75 , 0.63 , 0.45 , 0.50 , 0.20 , -0.05 , -0.46 , 0.45 ,,,,,,,
28/02/2019, -0.35 , -0.28 , -0.27 , -0.97 , 0.25 , 0.49 , -0.46 , -0.79 , 0.22 , 0.01 , -0.35 , 0.35 ,,,,,,,
27/02/2019, -0.21 , -0.05 , -0.09 , -0.35 , -0.46 , -0.31 , -0.61 , 0.20 , -0.02 , -0.17 , 0.43 , 0.37 ,,,,,,,
26/02/2019, 0.07 , -0.08 , 0.11 , -0.25 , 0.31 , 0.20 , -0.45 , -0.23 , 0.25 , 0.27 , 1.18 , -0.42 ,,,,,,,
25/02/2019, 0.25 , 0.12 , 0.35 , 0.85 , 0.42 , 0.33 , 0.07 , 0.71 , -0.16 , 0.20 , 0.34 , 0.33 ,,,,,,,
22/02/2019, 0.61 , 0.64 , 0.79 , 0.73 , 0.30 , 0.21 , 0.16 , -0.25 , -0.19 , -0.01 , 0.08 , -0.01 ,,,,,,,
21/02/2019, -0.24 , -0.35 , -0.38 , 0.16 , 0.19 , -0.10 , -0.85 , -   , 0.30 , -0.02 , -0.05 , -0.14 ,,,,,,,
20/02/2019, 0.27 , 0.18 , -0.06 , 1.19 , 0.82 , 0.63 , 0.69 , 0.43 , -0.22 , -0.03 , -0.09 , 0.20 ,,,,,,,
19/02/2019, 0.34 , 0.15 , 0.16 , 0.02 , 0.09 , -0.22 , -0.56 , 0.28 , -0.03 , 0.27 , 1.07 , 0.01 ,,,,,,,
18/02/2019, 1.03 , 1.09 , 0.47 , 0.59 , -0.01 , 0.30 , -0.24 , 1.56 , -0.21 , 0.13 , 0.27 , 0.14 ,,,,,,,
15/02/2019, 1.03 , 1.09 , 0.47 , -0.82 , 1.89 , 1.61 , 0.55 , -0.79 , -0.25 , 0.01 , 0.67 , -0.01 ,,,,,,,
14/02/2019, -0.06 , -0.27 , 0.09 , -0.25 , -0.69 , -0.35 , 0.09 , 0.03 , -0.43 , 0.30 , -0.33 , -0.48 ,,,,,,,
13/02/2019, 0.06 , 0.30 , 0.02 , -0.03 , 0.37 , 0.46 , 0.81 , 1.06 , 0.41 , -0.57 , -0.36 , 0.48 ,,,,,,,
12/02/2019, 1.23 , 1.29 , 1.53 , 0.65 , 1.01 , 0.77 , 0.06 , 2.16 , -0.27 , 0.44 , 0.29 , 0.09 ,,,,,,,
11/02/2019, -0.13 , 0.07 , -0.06 , -0.06 , 0.99 , 0.97 , 0.82 , -1.89 , 0.24 , -0.42 , -0.69 , 0.59 ,,,,,,,
08/02/2019, -0.03 , 0.07 , 0.12 , -0.57 , -1.05 , -0.78 , -0.32 , -1.89 , 0.06 , -0.16 , -0.06 , -0.08 ,,,,,,,
07/02/2019, -1.05 , -0.94 , -1.32 , -0.62 , -2.67 , -2.03 , -1.11 , -0.83 , 0.41 , -0.18 , 0.15 , -0.14 ,,,,,,,
06/02/2019, -0.39 , -0.22 , -0.37 , -0.33 , -0.38 , 0.08 , -0.06 , -0.05 , 0.27 , -0.39 , -0.10 , 0.01 ,,,,,,,
05/02/2019, 0.59 , 0.47 , 0.91 , 0.37 , 1.71 , 1.60 , 2.04 , 0.10 , -0.08 , -0.28 , -0.71 , 0.06 ,,,,,,,
04/02/2019, 0.58 , 0.68 , 1.23 , -0.20 , -0.04 , -0.07 , 0.20 , 1.07 , -0.50 , -0.16 , -0.32 , 0.36 ,,,,,,,
01/02/2019, -0.12 , 0.09 , -0.45 , 0.03 , 0.07 , 0.19 , 0.74 , -0.18 , -0.05 , 0.07 , -0.23 , 0.56 ,,,,,,,
31/01/2019, 0.65 , 0.86 , 1.45 , 1.28 , -0.08 , -0.19 , 0.39 , 1.08 , -0.62 , -0.28 , -0.05 , -0.14 ,,,,,,,
30/01/2019, 1.41 , 1.55 , 2.64 , 0.67 , -0.33 , 0.25 , 1.58 , -0.41 , -0.63 , 0.41 , 0.38 , -0.33 ,,,,,,,
29/01/2019, 0.01 , -0.15 , -0.96 , 0.16 , 0.08 , 0.49 , 1.29 , 0.10 , 0.15 , 0.04 , -0.74 , 0.05 ,,,,,,,
28/01/2019, -0.69 , -0.78 , -1.33 , -0.41 , -0.63 , -0.85 , -0.91 , -0.68 , 0.06 , 0.19 , -0.25 , -0.18 ,,,,,,,
25/01/2019, 1.11 , 0.85 , 1.27 , 1.27 , 1.36 , 1.10 , -0.14 , 0.87 , -0.39 , 0.90 , 0.99 , -0.08 ,,,,,,,
24/01/2019, 0.18 , 0.14 , 0.66 , 0.78 , 0.53 , 0.51 , -0.35 , 0.36 , 0.35 , -0.68 , -0.02 , 0.04 ,,,,,,,
23/01/2019, 0.25 , 0.22 , 0.18 , 0.09 , -0.17 , 0.05 , -0.85 , -0.60 , -0.25 , 0.18 , 0.89 , 0.21 ,,,,,,,
22/01/2019, -1.32 , -1.42 , -2.03 , -0.77 , -0.41 , -0.39 , -0.99 , -0.63 , -0.30 , -0.04 , 0.48 , -0.27 ,,,,,,,
21/01/2019, 1.05 , 1.32 , 0.98 , 0.04 , -0.62 , -0.21 , 0.03 , 0.56 , 0.06 , 0.02 , 0.16 , -0.10 ,,,,,,,
18/01/2019, 1.05 , 1.32 , 0.98 , 0.89 , 2.63 , 1.94 , 1.95 , 0.93 , 0.04 , -0.23 , -0.88 , 0.48 ,,,,,,,
17/01/2019, 0.73 , 0.76 , 0.75 , -0.04 , -0.12 , -0.13 , -0.40 , 0.35 , 0.10 , -0.03 , 0.78 , 0.16 ,,,,,,,
16/01/2019, 0.28 , 0.22 , -0.02 , 0.43 , 0.36 , 0.59 , -0.47 , -0.32 , 0.21 , -0.18 , 0.19 , 0.38 ,,,,,,,
15/01/2019, 0.91 , 1.07 , 1.97 , 1.25 , 0.33 , 0.39 , 0.58 , 0.85 , 0.48 , -0.49 , -0.02 , 0.48 ,,,,,,,
14/01/2019, -0.57 , -0.53 , -0.91 , -0.84 , -0.29 , -0.54 , -0.91 , 0.51 , -0.21 , -   , 0.16 , -0.30 ,,,,,,,
11/01/2019, -0.36 , -0.01 , -0.30 , 0.24 , -0.31 , -0.19 , -0.36 , 0.51 , -0.07 , -0.27 , 0.76 , 0.05 ,,,,,,,
10/01/2019, 0.47 , 0.45 , 0.31 , 0.43 , 0.26 , 0.14 , 0.52 , -0.85 , 0.17 , -0.37 , -0.33 , 0.24 ,,,,,,,
09/01/2019, 0.93 , 0.41 , 0.75 , 1.94 , 0.83 , 0.70 , 0.66 , 1.10 , -0.90 , 0.89 , 0.57 , -0.53 ,,,,,,,
08/01/2019, 0.73 , 0.97 , 0.98 , -0.25 , 0.52 , 0.82 , 0.74 , 0.39 , -0.26 , -0.29 , -0.47 , 0.03 ,,,,,,,
07/01/2019, 0.61 , 0.70 , 1.02 , 1.35 , -0.18 , 0.02 , -0.39 , 2.81 , -0.06 , 0.69 , 0.42 , 0.19 ,,,,,,,
04/01/2019, 3.19 , 3.43 , 4.48 , 1.62 , 3.37 , 2.93 , 2.16 , -1.53 , -0.39 , 0.01 , 0.75 , 0.77 ,,,,,,,
03/01/2019, -1.70 , -2.48 , -3.36 , -0.65 , -1.55 , -1.20 , -0.62 , -0.50 , -0.68 , 0.44 , 0.17 , -1.10 ,,,,,,,
02/01/2019, -0.03 , 0.13 , 0.49 , -1.06 , 0.20 , -0.23 , 0.09 , -0.50 , 0.30 , -1.06 , -1.04 , -0.78 ,,,,,,,
01/01/2019, 0.49 , 0.85 , 0.71 , 0.03 , 1.71 , 0.55 , -0.09 , -0.50 , -0.05 , -0.02 , -0.11 , 0.05 ,,,,,,,
31/12/2018, 0.49 , 0.85 , 0.71 , 0.33 , 1.71 , 0.55 , -0.09 , -0.50 , -0.60 , 0.20 , 0.43 , -0.53 ,,,,,,,
28/12/2018, 0.17 , -0.12 , -0.05 , 1.08 , 1.71 , 1.66 , 2.27 , -0.50 , -0.14 , 0.12 , 0.44 , -0.67 ,,,,,,,
27/12/2018, 0.47 , 0.86 , 0.41 , 0.23 , -2.37 , -1.32 , -1.52 , 4.90 , -0.21 , 0.68 , 0.09 , -0.32 ,,,,,,,
26/12/2018, 3.69 , 4.96 , 6.16 , -0.01 , 0.21 , -0.70 , -0.52 , 1.12 , 0.02 , -0.34 , -0.33 , 0.96 ,,,,,,,
25/12/2018, -1.78 , -2.71 , -2.43 , -0.27 , 0.21 , -0.70 , -0.52 , -4.88 , 0.10 , -0.12 , -0.24 , -0.13 ,,,,,,,
24/12/2018, -1.78 , -2.71 , -2.43 , -0.47 , 0.21 , -0.70 , -0.52 , -1.91 , 0.07 , 0.30 , 0.48 , -0.69 ,,,,,,,
21/12/2018, -1.89 , -2.06 , -3.15 , -0.26 , 0.21 , -0.14 , 0.14 , -1.91 , 0.17 , -0.65 , -0.09 , -0.05 ,,,,,,,
20/12/2018, -0.87 , -1.58 , -1.57 , -0.81 , -1.44 , -1.80 , -0.80 , -2.51 , 0.14 , 0.62 , 0.36 , -1.07 ,,,,,,,
19/12/2018, -1.39 , -1.54 , -2.29 , 0.48 , 0.24 , 0.48 , 0.96 , -0.41 , -0.09 , 0.13 , -0.23 , -0.04 ,,,,,,,
18/12/2018, -0.96 , 0.01 , 0.67 , -0.50 , -0.29 , -0.69 , -1.06 , -1.99 , -0.07 , 0.11 , 0.12 , -0.27 ,,,,,,,
17/12/2018, -1.52 , -2.08 , -2.22 , -0.42 , -0.86 , -1.09 , -1.05 , 0.13 , -0.21 , 0.37 , 0.33 , -0.49 ,,,,,,,
14/12/2018, -1.61 , -1.91 , -2.56 , -1.38 , -0.54 , -0.65 , -0.47 , -1.51 , 0.27 , -0.48 , -0.47 , -0.21 ,,,,,,,
13/12/2018, -0.09 , -0.02 , 0.06 , 0.68 , -0.04 , -0.05 , -0.04 , 0.62 , 0.32 , -0.07 , 0.11 , 0.30 ,,,,,,,
12/12/2018, 1.06 , 0.54 , 0.89 , 1.46 , 1.38 , 1.77 , 1.08 , 1.99 , -0.05 , 0.46 , 1.14 , -0.08 ,,,,,,,
11/12/2018, 0.13 , -0.04 , 0.32 , 0.21 , 1.49 , 1.30 , 1.27 , -0.91 , 0.17 , -0.34 , -0.59 , 0.04 ,,,,,,,
10/12/2018, -0.30 , 0.18 , 1.05 , -1.89 , -1.54 , -1.59 , -0.83 , -1.89 , 0.32 , -0.20 , -1.30 , 0.57 ,,,,,,,
07/12/2018, -1.91 , -2.33 , -3.30 , 0.25 , -0.21 , 0.41 , 1.10 , 0.61 , -0.10 , 0.04 , -0.43 , 0.01 ,,,,,,,
06/12/2018, -0.44 , -0.15 , 0.64 , -2.29 , -3.48 , -3.22 , -3.15 , -1.82 , 0.32 , 0.26 , 0.37 , -0.45 ,,,,,,,
05/12/2018, -2.80 , -3.24 , -3.78 , -1.22 , -1.19 , -1.09 , -1.44 , -0.53 , -0.30 , 0.01 , 0.12 , 0.37 ,,,,,,,
04/12/2018, -2.80 , -3.24 , -3.78 , -0.26 , -1.14 , -0.99 , -0.56 , -2.36 , 0.28 , -0.10 , -0.05 , -0.78 ,,,,,,,
03/12/2018, 1.29 , 1.09 , 1.63 , 2.23 , 1.85 , 1.27 , 1.18 , 1.30 , 0.31 , 0.33 , -0.19 , 0.08 ,,,,,,,
30/11/2018, 0.30 , 0.82 , 0.82 , -0.33 , -0.36 , -0.17 , -0.83 , 0.48 , 0.27 , -0.67 , -0.33 , 0.08 ,,,,,,,
29/11/2018, -0.41 , -0.22 , -0.30 , 0.64 , -0.01 , 0.30 , 0.49 , 0.35 , -0.44 , 0.24 , -0.27 , -0.18 ,,,,,,,
28/11/2018, 2.03 , 2.30 , 3.17 , 1.17 , -0.09 , -0.04 , -0.18 , 0.58 , -0.37 , 0.68 , 0.61 , -0.10 ,,,,,,,
27/11/2018, 0.12 , 0.33 , 0.34 , 0.37 , -0.40 , -0.25 , -0.27 , 0.73 , 0.44 , -0.34 , -0.62 , 0.18 ,,,,,,,
26/11/2018, 1.47 , 1.55 , 2.31 , 0.76 , 1.45 , 1.25 , 1.20 , 0.20 , -0.47 , -0.08 , 0.10 , 0.55 ,,,,,,,
23/11/2018, -0.66 , -0.66 , -0.73 , -0.70 , 0.49 , 0.37 , -0.11 , 0.81 , -0.03 , -0.58 , -0.49 , 0.01 ,,,,,,,
22/11/2018, 0.92 , 0.30 , 0.75 , 0.10 , -0.94 , -0.85 , -1.28 , 0.81 , 0.27 , 0.17 , 0.77 , -0.10 ,,,,,,,
21/11/2018, 0.92 , 0.30 , 0.75 , 0.25 , 1.61 , 1.21 , 1.47 , -0.60 , -0.19 , 0.12 , -0.08 , 0.26 ,,,,,,,
20/11/2018, -1.82 , -1.82 , -1.75 , -1.59 , -1.58 , -1.55 , -0.76 , -0.73 , 0.89 , -0.73 , -0.51 , 0.20 ,,,,,,,
19/11/2018, -1.51 , -1.66 , -3.26 , 0.20 , -0.85 , -0.79 , -0.19 , 0.51 , -0.08 , 0.34 , 0.16 , -0.25 ,,,,,,,
16/11/2018, 0.26 , 0.22 , -0.34 , 0.56 , -0.11 , -0.14 , -0.34 , -0.59 , -0.07 , 0.77 , 0.47 , -0.71 ,,,,,,,
15/11/2018, 0.96 , 1.06 , 1.78 , 1.31 , -0.52 , -0.69 , 0.06 , -0.14 , 0.47 , 0.16 , -1.68 , 0.01 ,,,,,,,
14/11/2018, -0.36 , -0.76 , -0.89 , 0.22 , -0.52 , -0.49 , -0.28 , 0.17 , -0.01 , 0.18 , 0.12 , -0.16 ,,,,,,,
13/11/2018, 0.15 , -0.15 , 0.03 , -0.04 , 1.30 , 0.85 , 0.01 , -2.00 , -0.11 , 0.64 , 1.00 , -0.03 ,,,,,,,
12/11/2018, -1.84 , -1.97 , -2.98 , -1.00 , -1.77 , -1.11 , -0.74 , -0.06 , 0.45 , -1.04 , -0.95 , 0.01 ,,,,,,,
09/11/2018, -0.85 , -0.92 , -1.67 , -1.75 , 0.02 , -0.36 , -0.49 , -0.49 , -0.08 , -0.24 , -0.69 , -0.21 ,,,,,,,
08/11/2018, -0.81 , -0.25 , -0.62 , -0.44 , -0.45 , -0.21 , 0.33 , 1.74 , 0.34 , -0.55 , -0.49 , 0.48 ,,,,,,,
07/11/2018, 1.83 , 2.12 , 3.07 , 0.57 , 0.83 , 1.23 , 1.09 , -0.42 , -0.46 , -0.01 , 0.21 , 0.08 ,,,,,,,
06/11/2018, 0.43 , 0.63 , 0.75 , -0.01 , -0.09 , -0.23 , -0.89 , 1.16 , -0.07 , 0.18 , 0.44 , 0.21 ,,,,,,,
05/11/2018, 0.30 , 0.56 , -0.40 , -0.44 , -0.21 , -0.22 , 0.14 , -1.11 , -0.14 , 0.17 , 0.55 , -0.01 ,,,,,,,
02/11/2018, -0.19 , -0.63 , -1.47 , 2.60 , 0.44 , 0.48 , -0.29 , 1.64 , -0.25 , -0.18 , -0.32 , 0.43 ,,,,,,,
01/11/2018, 1.40 , 1.06 , 1.47 , 1.62 , 0.18 , 0.29 , -0.19 , -0.85 , -0.49 , 0.85 , 1.93 , -0.19 ,,,,,,,
31/10/2018, 1.10 , 1.09 , 2.31 , 2.10 , 1.42 , 1.51 , 1.31 , 2.15 , 0.35 , -0.29 , 0.47 , -0.17 ,,,,,,,
30/10/2018, 1.43 , 1.57 , 1.43 , 0.16 , -0.42 , -0.14 , 0.14 , 1.38 , 0.06 , -0.25 , -0.68 , 0.68 ,,,,,,,
29/10/2018, -0.65 , -0.66 , -2.02 , -0.51 , 1.20 , 0.81 , 1.25 , -0.40 , 0.05 , -0.26 , -0.27 , 0.41 ,,,,,,,
26/10/2018, -1.35 , -1.73 , -2.34 , -0.99 , -0.94 , -0.84 , -0.92 , -0.31 , 0.12 , 0.25 , 0.09 , -0.45 ,,,,,,,
25/10/2018, 1.42 , 1.86 , 3.35 , -0.43 , 1.03 , 1.15 , 0.59 , -3.10 , 0.43 , -0.15 , -0.50 , 0.14 ,,,,,,,
24/10/2018, -2.77 , -3.09 , -4.63 , -0.78 , -0.73 , -0.52 , 0.11 , 0.08 , 0.32 , -0.69 , -0.79 , -0.16 ,,,,,,,
23/10/2018, -0.77 , -0.55 , -0.32 , -2.27 , -2.17 , -1.82 , -1.24 , -2.63 , 0.28 , 0.06 , 0.15 , -0.34 ,,,,,,,
22/10/2018, -0.26 , -0.43 , 0.48 , 1.17 , -0.26 , -0.57 , -0.10 , 0.15 , 0.06 , -0.43 , -0.86 , 0.24 ,,,,,,,
19/10/2018, 0.20 , -0.04 , -0.12 , 0.06 , -0.31 , -0.34 , 0.32 , -0.69 , -0.17 , 0.53 , 0.45 , 0.30 ,,,,,,,
18/10/2018, -1.60 , -1.44 , -2.23 , -1.30 , -1.07 , -0.85 , -0.39 , -0.54 , 0.43 , -0.42 , -0.74 , -0.39 ,,,,,,,
17/10/2018, -0.27 , -0.03 , 0.03 , -0.10 , -0.52 , -0.48 , -0.07 , 1.54 , 0.25 , -0.63 , -0.50 , 0.36 ,,,,,,,
16/10/2018, 2.02 , 2.15 , 2.94 , 1.34 , 1.40 , 1.76 , 0.43 , 0.74 , -0.25 , -0.04 , 0.22 , 0.43 ,,,,,,,
15/10/2018, -0.54 , -0.59 , -1.24 , -0.86 , 0.78 , 0.23 , 0.48 , -1.59 , 0.53 , 0.16 , -0.01 , -0.39 ,,,,,,,
12/10/2018, 1.21 , 1.42 , 2.77 , 2.66 , -0.13 , -0.20 , -0.16 , 0.03 , -0.15 , -0.28 , -0.58 , 0.04 ,,,,,,,
11/10/2018, -1.69 , -2.06 , -1.14 , -3.15 , -1.48 , -1.74 , -1.94 , -3.52 , 0.11 , 0.63 , 0.26 , -0.10 ,,,,,,,
10/10/2018, -2.90 , -3.29 , -4.44 , -0.84 , -2.21 , -2.00 , -1.27 , 0.16 , -0.16 , 0.25 , 0.40 , -0.61 ,,,,,,,
09/10/2018, -0.19 , -0.14 , 0.26 , -0.15 , 0.25 , 0.28 , 0.06 , -1.76 , -0.12 , -0.01 , 0.40 , -0.24 ,,,,,,,
08/10/2018, -0.16 , -0.04 , -0.62 , -0.53 , -1.36 , -1.24 , -1.16 , -0.47 , 0.47 , -0.28 , -0.23 , -0.43 ,,,,,,,
05/10/2018, -0.59 , -0.55 , -1.21 , -0.95 , -1.08 , -0.94 , -1.35 , -0.47 , -0.32 , 0.09 , 0.76 , -0.17 ,,,,,,,
04/10/2018, -1.07 , -0.82 , -1.93 , -2.38 , -0.35 , -0.95 , -1.22 , -0.09 , 0.12 , 0.31 , 0.63 , -0.54 ,,,,,,,
03/10/2018, -0.07 , 0.07 , 0.12 , 0.17 , -0.42 , 0.41 , 0.48 , -1.17 , -0.50 , -0.61 , -0.30 , 0.77 ,,,,,,,
02/10/2018, -0.34 , -0.04 , -0.22 , -1.25 , -0.42 , -0.61 , -0.28 , 0.33 , 0.35 , -0.26 , -0.48 , -0.25 ,,,,,,,
01/10/2018, 0.28 , 0.36 , 0.23 , -0.14 , 0.75 , 0.31 , -0.19 , 0.04 , -0.07 , -0.22 , 0.08 , 0.20 ,,,,,,,
28/09/2018, -0.24 , -   , -0.03 , -0.32 , -1.52 , -1.29 , -0.47 , 0.95 , 0.88 , -0.32 , -0.37 , 0.28 ,,,,,,,
27/09/2018, -   , 0.28 , 0.88 , 0.50 , 0.40 , 0.28 , 0.45 , -1.18 , 0.61 , -0.83 , -0.67 , 0.58 ,,,,,,,
26/09/2018, -0.07 , -0.33 , -   , 0.41 , 0.09 , 0.20 , 0.05 , -0.04 , 0.01 , -0.24 , -0.13 , -0.21 ,,,,,,,
25/09/2018, 0.20 , -0.13 , 0.19 , -0.05 , 0.19 , 0.27 , 0.66 , 1.02 , 0.23 , 0.16 , 0.49 , 0.15 ,,,,,,,
24/09/2018, -0.47 , -0.35 , 0.23 , -0.86 , -0.64 , -0.56 , -0.42 , 0.92 , 0.05 , -0.01 , 0.37 , 0.19 ,,,,,,,
21/09/2018, 0.05 , -0.04 , -0.50 , 1.40 , 0.85 , 0.57 , 1.67 , 0.92 , 0.11 , -0.24 , -1.46 , 0.09 ,,,,,,,
20/09/2018, 0.95 , 0.78 , 1.05 , 0.57 , 0.88 , 0.75 , 0.49 , 0.11 , -0.28 , 0.89 , 0.92 , 0.19 ,,,,,,,
19/09/2018, 0.26 , 0.13 , -0.05 , 1.11 , 0.50 , 0.29 , 0.42 , 1.46 , 0.03 , 0.05 , -0.03 , -0.07 ,,,,,,,
18/09/2018, 0.71 , 0.54 , 0.80 , 0.33 , 0.51 , 0.40 , -0.03 , 1.81 , -0.01 , -0.14 , -0.07 , 0.46 ,,,,,,,
17/09/2018, -0.33 , -0.56 , -1.47 , -1.18 , -0.23 , 0.05 , -0.03 , 1.09 , 0.15 , 0.50 , 0.68 , -0.19 ,,,,,,,
14/09/2018, 0.08 , 0.03 , -0.21 , 1.07 , 0.57 , 0.44 , 0.31 , 1.09 , 0.14 , -0.56 , -0.31 , 0.13 ,,,,,,,
13/09/2018, 0.69 , 0.53 , 0.98 , 1.30 , 0.19 , -0.06 , -0.43 , 1.11 , -0.18 , 0.55 , 0.48 , 0.59 ,,,,,,,
12/09/2018, 0.19 , 0.04 , -0.26 , 0.12 , 0.52 , 0.47 , 0.55 , -0.45 , -0.23 , 0.17 , 0.09 , -0.33 ,,,,,,,
11/09/2018, 0.30 , 0.37 , 0.81 , -0.78 , -0.13 , 0.02 , -0.08 , 0.67 , -0.17 , 0.10 , 0.05 , 0.45 ,,,,,,,
10/09/2018, 0.17 , 0.19 , 0.23 , -1.15 , 0.22 , 0.53 , 0.02 , 0.20 , 0.03 , 0.35 , 0.82 , 0.13 ,,,,,,,
07/09/2018, -0.41 , -0.22 , -0.31 , 0.46 , 0.04 , 0.03 , -0.56 , -0.48 , 0.13 , -0.60 , -0.08 , 0.22 ,,,,,,,
06/09/2018, -0.36 , -0.37 , -0.93 , -0.34 , -0.71 , -0.59 , -0.87 , -0.74 , -0.43 , -0.06 , 0.19 , -0.70 ,,,,,,,
05/09/2018, -0.55 , -0.28 , -1.30 , -1.77 , -1.39 , -1.26 , -1.00 , -0.77 , -0.44 , 0.41 , 0.39 , 0.11 ,,,,,,,
04/09/2018, -0.56 , -0.17 , -0.42 , -0.66 , -1.10 , -0.82 , -0.62 , -0.12 , 0.17 , -0.32 , -0.12 , 0.31 ,,,,,,,
03/09/2018, -0.31 , 0.01 , 0.16 , -0.84 , -0.14 , 0.03 , 0.97 , -0.87 , 0.36 , 0.15 , -0.69 , 0.04 ,,,,,,,
31/08/2018, -0.31 , 0.01 , 0.16 , -0.18 , -1.04 , -1.00 , -1.11 , -0.22 , -0.48 , -0.59 , -0.38 , 0.05 ,,,,,,,
30/08/2018, -0.86 , -0.44 , -0.23 , -1.19 , -0.54 , -0.57 , -0.62 , -0.03 , 0.14 , -0.31 , -0.13 , -0.63 ,,,,,,,
29/08/2018, 0.59 , 0.57 , 1.19 , -0.01 , 0.27 , 0.25 , -0.71 , 0.46 , -0.41 , 0.10 , 1.19 , 0.44 ,,,,,,,
